DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Domain
COLOR,#d55e00
COLOR_BRANCHES,1
SHOW_STRIP_LABELS,0
STRIP_LABEL_COLOR,#ffffff
LEGEND_TITLE,Domain
OFX23403.1@GCA_001768075.1_159_255,#0173b2,Bacteria
WP_176062170.1@GCF_013340205.1_141_237,#0173b2,Bacteria
WP_242396332.1@GCF_022690765.1_163_259,#0173b2,Bacteria
WP_248352782.1@GCF_023169945.1_177_273,#0173b2,Bacteria
WP_012632173.1@GCF_000022145.1_191_287,#0173b2,Bacteria
JAEYZK010000444.1_11@GCA_023428085.1_153_249,#0173b2,Bacteria
JAJXUD010000004.1_53@GCA_021783235.1_137_233,#0173b2,Bacteria
JAKAPL010000068.1_11@GCA_021807105.1_130_226,#0173b2,Bacteria
TMB30405.1@GCA_005879805.1_146_242,#0173b2,Bacteria
CAIWCD010000049.1_30@GCA_903911145.1_156_252,#0173b2,Bacteria
MBW2700884.1@GCA_019314375.1_130_226,#0173b2,Bacteria
LUKI01000043.1_7@GCA_001593685.1_123_219,#0173b2,Bacteria
MBI1908643.1@GCA_016177765.1_103_199,#0173b2,Bacteria
JAHFST010000008.1_84@GCA_023265625.1_163_259,#0173b2,Bacteria
JAJFLC010000002.1_56@GCA_021772895.1_159_256,#0173b2,Bacteria
MPMI01000029.1_62@GCA_002238415.1_138_234,#0173b2,Bacteria
SYOC01000387.1_3@GCA_005804965.1_134_230,#0173b2,Bacteria
MBI3796414.1@GCA_016200595.1_133_229,#0173b2,Bacteria
PIVZ01000059.1_5@GCA_003354045.1_165_261,#0173b2,Bacteria
DBZX01000070.1_24@GCA_002311335.1_160_256,#0173b2,Bacteria
HIF63674.1@GCA_012960245.1_160_256,#0173b2,Bacteria
MBC8292264.1@GCA_014382245.1_160_256,#0173b2,Bacteria
JAJXYM010000307.1_3@GCA_021780585.1_146_242,#0173b2,Bacteria
JAJPIG010000029.1_61@GCA_021324855.1_115_211,#0173b2,Bacteria
WP_051527489.1@GCF_000619885.1_102_198,#0173b2,Bacteria
MBT3981866.1@GCA_018649885.1_89_185,#0173b2,Bacteria
DYJV01000011.1_24@GCA_020722945.1_125_221,#0173b2,Bacteria
VFLI01000019.1_10@GCA_009885105.1_259_355,#0173b2,Bacteria
MCP5483785.1@GCA_024233935.1_276_372,#0173b2,Bacteria
MCR9144550.1@GCA_024742665.1_275_371,#0173b2,Bacteria
MCB1304811.1@GCA_020440935.1_245_341,#0173b2,Bacteria
WP_010297996.1@GCF_000190415.1_192_288,#0173b2,Bacteria
CACPAS010000003.1_56@GCA_902632055.1_233_329,#0173b2,Bacteria
MBN2435483.1@GCA_016934935.1_273_369,#0173b2,Bacteria
DYLU01000015.1_28@GCA_020721905.1_276_372,#0173b2,Bacteria
DLGM01000230.1_1@GCA_002482705.1_85_181,#0173b2,Bacteria
MBT9544241.1@GCA_018780035.1_322_418,#0173b2,Bacteria
OQB49312.1@GCA_002070375.1_145_241,#0173b2,Bacteria
NCB40709.1@GCA_009928855.1_423_519,#0173b2,Bacteria
JANJUX010000043.1_78@GCA_024710355.1_491_587,#0173b2,Bacteria
DYKG01000001.1_108@GCA_020722725.1_489_585,#0173b2,Bacteria
ONIU01000010.1_2@GCA_900317935.1_519_615,#0173b2,Bacteria
MBF0546662.1@GCA_015233565.1_431_527,#0173b2,Bacteria
MBF0498637.1@GCA_015233155.1_450_546,#0173b2,Bacteria
DIVV01000175.1_4@GCA_002423385.1_329_425,#0173b2,Bacteria
RKY01206.1@GCA_003645735.1_243_339,#0173b2,Bacteria
MCD6508024.1@GCA_021162805.1_227_323,#0173b2,Bacteria
MBM3214169.1@GCA_016866785.1_281_377,#0173b2,Bacteria
MAF09993.1@GCA_002687025.1_351_447,#0173b2,Bacteria
KUK40040.1@GCA_001508935.1_340_436,#0173b2,Bacteria
DFYG01000003.1_13@GCA_002382605.1_344_440,#0173b2,Bacteria
LVBO01000018.1_8@GCA_001604435.1_557_653,#0173b2,Bacteria
JAHDKR010000004.1_62@GCA_018436785.1_561_657,#0173b2,Bacteria
JAHDKT010000022.1_30@GCA_018436725.1_564_660,#0173b2,Bacteria
MBL3540185.1@GCA_016756745.1_522_618,#0173b2,Bacteria
MCL2008956.1@GCA_009778055.1_426_522,#0173b2,Bacteria
MBR1671335.1@GCA_017476945.1_399_495,#0173b2,Bacteria
MCR5346284.1@GCA_024695065.1_369_465,#0173b2,Bacteria
MBQ3693578.1@GCA_017394925.1_434_530,#0173b2,Bacteria
CAJOES010000009.1_15@GCA_905233455.1_426_522,#0173b2,Bacteria
CAJOEQ010000081.1_2@GCA_905233515.1_433_529,#0173b2,Bacteria
CAJOEM010000019.1_21@GCA_905233725.1_452_548,#0173b2,Bacteria
MCL2767299.1@GCA_009784305.1_385_481,#0173b2,Bacteria
WP_013048855.1@GCF_000025885.1_402_498,#0173b2,Bacteria
WP_084043857.1@GCF_000526395.1_376_472,#0173b2,Bacteria
WP_006300549.1@GCF_000165795.1_337_433,#0173b2,Bacteria
DCEE01000047.1_26@GCA_002316795.1_406_502,#0173b2,Bacteria
NLX84734.1@GCA_012728505.1_359_455,#0173b2,Bacteria
NLV82367.1@GCA_012728165.1_365_461,#0173b2,Bacteria
MCE5201947.1@GCA_021372895.1_359_455,#0173b2,Bacteria
MBR4401725.1@GCA_017537925.1_385_481,#0173b2,Bacteria
MCC8058519.1@GCA_020860125.1_368_464,#0173b2,Bacteria
WP_066744371.1@GCF_001701045.1_368_464,#0173b2,Bacteria
WP_008711395.1@GCF_000585335.1_369_465,#0173b2,Bacteria
URAG01000021.1_28@GCA_900545755.1_366_462,#0173b2,Bacteria
WP_087367214.1@GCF_002159945.1_367_463,#0173b2,Bacteria
DCEE01000010.1_1@GCA_002316795.1_178_274,#0173b2,Bacteria
DIWR01000024.1_43@GCA_002428495.1_322_418,#0173b2,Bacteria
NLW62242.1@GCA_012727545.1_281_377,#0173b2,Bacteria
KRT76356.1@GCA_001443485.1_87_183,#0173b2,Bacteria
MBE7560191.1@GCA_015075175.1_221_317,#0173b2,Bacteria
GBD29245.1@GCA_002898935.1_240_336,#0173b2,Bacteria
MBI3976496.1@GCA_016199305.1_246_342,#0173b2,Bacteria
MBM3469949.1@GCA_016869025.1_244_340,#0173b2,Bacteria
DYHL01000082.1_2@GCA_020724185.1_244_340,#0173b2,Bacteria
JAIBHM010000050.1_5@GCA_020028535.1_254_350,#0173b2,Bacteria
HCC32892.1@GCA_003517845.1_215_311,#0173b2,Bacteria
DGPZ01000009.1_5@GCA_002390675.1_132_228,#0173b2,Bacteria
MCR9093720.1@GCA_024742285.1_155_251,#0173b2,Bacteria
JAHFEZ010000033.1_6@GCA_023248265.1_103_199,#0173b2,Bacteria
KAF0196361.1@GCA_009773495.1_237_333,#0173b2,Bacteria
JAJYMC010000033.1_118@GCA_021787335.1_200_296,#0173b2,Bacteria
DGZR01000044.1_36@GCA_002397155.1_198_294,#0173b2,Bacteria
DHSM01000022.1_97@GCA_002408465.1_199_295,#0173b2,Bacteria
DIPE01000107.1_19@GCA_002427015.1_199_295,#0173b2,Bacteria
NLO87686.1@GCA_012523545.1_201_297,#0173b2,Bacteria
AEG16982.1@GCA_000214705.1_395_491,#0173b2,Bacteria
HAP93286.1@GCA_003457075.1_347_443,#0173b2,Bacteria
DYES01000022.1_26@GCA_020725585.1_357_453,#0173b2,Bacteria
WP_066634127.1@GCF_001592105.1_366_462,#0173b2,Bacteria
OPX84492.1@GCA_002067205.1_359_455,#0173b2,Bacteria
DFAP01000001.1_27@GCA_002365855.1_371_467,#0173b2,Bacteria
WP_018086158.1@GCF_000376385.1_359_455,#0173b2,Bacteria
WP_165792064.1@GCF_002933875.1_365_461,#0173b2,Bacteria
DYER01000074.1_29@GCA_020725605.1_365_461,#0173b2,Bacteria
WP_240610776.1@GCF_003368535.1_178_274,#0173b2,Bacteria
WP_238446330.1@GCF_000215085.1_320_416,#0173b2,Bacteria
WP_072915792.1@GCF_900142375.1_350_446,#0173b2,Bacteria
JADQBQ010000048.1_26@GCA_016278505.1_342_438,#0173b2,Bacteria
OGJ09061.1@GCA_001787205.1_229_331,#0173b2,Bacteria
OHD38661.1@GCA_001829315.1_229_331,#0173b2,Bacteria
OHD14707.1@GCA_001829125.1_275_376,#0173b2,Bacteria
MBP7553596.1@GCA_017998755.1_224_327,#0173b2,Bacteria
MBP7552704.1@GCA_017998755.1_230_330,#0173b2,Bacteria
OQB68071.1@GCA_002070605.1_230_330,#0173b2,Bacteria
OHD05997.1@GCA_001829125.1_222_323,#0173b2,Bacteria
WP_055666235.1@GCF_001403615.1_205_304,#0173b2,Bacteria
MBP3633834.1@GCA_017938625.1_253_354,#0173b2,Bacteria
MBS0315378.1@GCA_018241765.1_181_281,#0173b2,Bacteria
WP_242868841.1@GCF_001655685.1_170_266,#0173b2,Bacteria
MBO8127889.1@GCA_017656185.1_347_443,#0173b2,Bacteria
HHX96507.1@GCA_012841935.1_304_400,#0173b2,Bacteria
LFTQ01000040.1_83@GCA_001513545.1_413_509,#0173b2,Bacteria
HHY40463.1@GCA_012842275.1_413_509,#0173b2,Bacteria
WP_156972280.1@GCF_000946815.1_374_470,#0173b2,Bacteria
JADQBQ010000017.1_194@GCA_016278505.1_361_457,#0173b2,Bacteria
WP_162369143.1@GCF_010179735.1_424_520,#0173b2,Bacteria
TMM23106.1@GCA_005884005.1_186_283,#0173b2,Bacteria
WP_129257625.1@GCF_004123145.1_386_483,#0173b2,Bacteria
WP_121647922.1@GCF_003667565.1_24_121,#0173b2,Bacteria
WP_081863988.1@GCF_000718085.1_22_126,#0173b2,Bacteria
MBX5446813.1@GCA_019683595.1_289_387,#0173b2,Bacteria
WP_012870691.1@GCF_000024985.1_260_358,#0173b2,Bacteria
WP_011196257.1@GCF_000009905.1_240_336,#0173b2,Bacteria
KJS87004.1@GCA_000802045.1_372_468,#0173b2,Bacteria
KJS19970.1@GCA_000961765.1_399_495,#0173b2,Bacteria
NMA01515.1@GCA_012800195.1_357_453,#0173b2,Bacteria
DGEF01000092.1_14@GCA_002385805.1_356_452,#0173b2,Bacteria
NLT95438.1@GCA_012720075.1_370_466,#0173b2,Bacteria
LFSF01000034.1_2@GCA_001512665.1_382_478,#0173b2,Bacteria
DGEB01000039.1_4@GCA_002385735.1_438_534,#0173b2,Bacteria
DHPU01000030.1_5@GCA_002407935.1_322_418,#0173b2,Bacteria
DIVP01000083.1_12@GCA_002422465.1_367_463,#0173b2,Bacteria
JAHDSQ010000020.1_8@GCA_018432615.1_389_485,#0173b2,Bacteria
JAHDQS010000001.1_237@GCA_018433675.1_389_485,#0173b2,Bacteria
PKM89660.1@GCA_002841595.1_360_456,#0173b2,Bacteria
MBZ4655441.1@GCA_020054815.1_368_464,#0173b2,Bacteria
WP_051966331.1@GCF_000746025.2_368_464,#0173b2,Bacteria
MCR4441692.1@GCA_024655825.1_356_452,#0173b2,Bacteria
HHT62385.1@GCA_012838175.1_369_465,#0173b2,Bacteria
WP_214658675.1@GCF_002777255.1_330_426,#0173b2,Bacteria
WP_198306630.1@GCF_002224645.1_369_465,#0173b2,Bacteria
DIFD01000022.1_200@GCA_002418965.1_376_472,#0173b2,Bacteria
DIFF01000012.1_412@GCA_002419005.1_574_670,#0173b2,Bacteria
DDKM01000091.1_3@GCA_002339345.1_361_457,#0173b2,Bacteria
MBS3975324.1@GCA_018333865.1_375_471,#0173b2,Bacteria
DIET01000042.1_27@GCA_002418765.1_418_514,#0173b2,Bacteria
QRN85051.1@GCA_016887505.1_420_516,#0173b2,Bacteria
NLC42676.1@GCA_012512335.1_383_479,#0173b2,Bacteria
DHRG01000008.1_10@GCA_002408285.1_372_468,#0173b2,Bacteria
NLC08330.1@GCA_012512295.1_349_445,#0173b2,Bacteria
NLK52858.1@GCA_012519455.1_367_463,#0173b2,Bacteria
HHU31323.1@GCA_012838615.1_360_456,#0173b2,Bacteria
WP_227762967.1@GCF_004353525.1_368_464,#0173b2,Bacteria
JADQBS010000038.1_34@GCA_016278535.1_374_470,#0173b2,Bacteria
MBO8168612.1@GCA_017656305.1_375_471,#0173b2,Bacteria
KKM10266.1@GCA_000987045.1_361_457,#0173b2,Bacteria
DDKM01000046.1_25@GCA_002339345.1_363_459,#0173b2,Bacteria
MBZ4687776.1@GCA_020063565.1_395_491,#0173b2,Bacteria
WP_227767412.1@GCF_004353525.1_302_398,#0173b2,Bacteria
KUK11168.1@GCA_001508005.1_363_459,#0173b2,Bacteria
NLO88733.1@GCA_012523575.1_371_467,#0173b2,Bacteria
LFRU01000036.1_47@GCA_001512495.1_348_444,#0173b2,Bacteria
NLW45331.1@GCA_012728655.1_348_444,#0173b2,Bacteria
DCTH01000083.1_4@GCA_002329495.1_346_442,#0173b2,Bacteria
NLV15677.1@GCA_012729505.1_348_444,#0173b2,Bacteria
NLU49532.1@GCA_012719535.1_347_443,#0173b2,Bacteria
WP_013176472.1@GCF_000092405.1_343_439,#0173b2,Bacteria
LFTO01000171.1_4@GCA_001513335.1_265_361,#0173b2,Bacteria
NPV26754.1@GCA_013178045.1_381_477,#0173b2,Bacteria
NPV91929.1@GCA_013178275.1_470_566,#0173b2,Bacteria
DFYS01000063.1_41@GCA_002383405.1_375_471,#0173b2,Bacteria
WP_084663010.1@GCF_900176005.1_394_490,#0173b2,Bacteria
MCR4419357.1@GCA_024653205.1_334_430,#0173b2,Bacteria
HBT47917.1@GCA_003509545.1_397_493,#0173b2,Bacteria
WP_062280761.1@GCF_001594015.1_374_470,#0173b2,Bacteria
WP_054937132.1@GCF_002995805.1_374_470,#0173b2,Bacteria
WP_156272471.1@GCF_009735625.1_374_470,#0173b2,Bacteria
WP_141263423.1@GCF_006538365.1_374_470,#0173b2,Bacteria
WP_106006307.1@GCF_002995755.1_376_472,#0173b2,Bacteria
WP_258358873.1@GCF_024733845.1_374_470,#0173b2,Bacteria
NLW07834.1@GCA_012727745.1_372_468,#0173b2,Bacteria
TDA68539.1@GCA_004347685.1_419_515,#0173b2,Bacteria
DDKP01000160.1_8@GCA_002339745.1_511_607,#0173b2,Bacteria
DYZU01000211.1_3@GCA_022735835.1_476_572,#0173b2,Bacteria
PKM47980.1@GCA_002840165.1_530_626,#0173b2,Bacteria
JAJZQD010000028.1_3@GCA_021847735.1_508_604,#0173b2,Bacteria
PKM82131.1@GCA_002840275.1_523_619,#0173b2,Bacteria
JAENZJ010000007.1_66@GCA_016841325.1_461_557,#0173b2,Bacteria
JAENYP010000004.1_110@GCA_016841725.1_448_544,#0173b2,Bacteria
WP_160315557.1@GCF_001263415.1_349_445,#0173b2,Bacteria
AVX29880.1@GCA_003054495.1_353_449,#0173b2,Bacteria
JAJZTU010000096.1_7@GCA_021848765.1_311_407,#0173b2,Bacteria
MBC7341895.1@GCA_014360065.1_404_500,#0173b2,Bacteria
PZN09650.1@GCA_003242195.1_366_463,#0173b2,Bacteria
WP_151618903.1@GCF_008933955.1_329_425,#0173b2,Bacteria
WP_153724521.1@GCF_009649955.1_355_451,#0173b2,Bacteria
NLL18230.1@GCA_012520135.1_368_464,#0173b2,Bacteria
HHW06072.1@GCA_012840125.1_366_462,#0173b2,Bacteria
NLK01062.1@GCA_012519005.1_371_467,#0173b2,Bacteria
KUK31629.1@GCA_001508855.1_421_517,#0173b2,Bacteria
RNC28811.1@GCA_001515265.1_390_486,#0173b2,Bacteria
DIWC01000022.1_18@GCA_002423425.1_419_515,#0173b2,Bacteria
NLI93995.1@GCA_012517475.1_388_484,#0173b2,Bacteria
NBJ14155.1@GCA_009910795.1_411_507,#0173b2,Bacteria
WP_025205649.1@GCF_000512895.1_411_507,#0173b2,Bacteria
WP_119775133.1@GCF_004343605.1_411_507,#0173b2,Bacteria
UWG99126.1@GCA_024972775.1_411_507,#0173b2,Bacteria
NLL51547.1@GCA_012520405.1_401_497,#0173b2,Bacteria
NLM20743.1@GCA_012521215.1_401_497,#0173b2,Bacteria
NLO98380.1@GCA_012523535.1_386_482,#0173b2,Bacteria
HHV64306.1@GCA_012839895.1_385_481,#0173b2,Bacteria
KUO62730.1@GCA_001516055.1_387_483,#0173b2,Bacteria
JAGXFZ010000047.1_9@GCA_024637055.1_385_481,#0173b2,Bacteria
JAJZSC010000028.1_7@GCA_021849995.1_405_501,#0173b2,Bacteria
JAIMKP010000019.1_41@GCA_020692355.1_380_476,#0173b2,Bacteria
NLP43541.1@GCA_012524045.1_435_531,#0173b2,Bacteria
WP_236006042.1@GCF_017310645.1_367_463,#0173b2,Bacteria
JAJZPO010000115.1_5@GCA_021811155.1_412_508,#0173b2,Bacteria
WP_006715142.1@GCF_000231405.2_369_465,#0173b2,Bacteria
WP_014794042.1@GCF_000243155.2_382_478,#0173b2,Bacteria
WP_072771899.1@GCF_900143285.1_367_463,#0173b2,Bacteria
DDXI01000022.1_4@GCA_002347475.1_409_505,#0173b2,Bacteria
DFNM01000173.1_9@GCA_002376045.1_240_336,#0173b2,Bacteria
HHU69835.1@GCA_012839065.1_219_315,#0173b2,Bacteria
DFZC01000024.1_5@GCA_002383685.1_171_267,#0173b2,Bacteria
NLV65901.1@GCA_012729145.1_140_236,#0173b2,Bacteria
PWM51933.1@GCA_003343815.1_444_540,#0173b2,Bacteria
CALXSY010000006.1_35@GCA_944391285.1_457_553,#0173b2,Bacteria
MBQ5615501.1@GCA_017383785.1_361_457,#0173b2,Bacteria
MBO5114665.1@GCA_017622155.1_361_457,#0173b2,Bacteria
MBQ1188478.1@GCA_017387265.1_363_459,#0173b2,Bacteria
MBQ3508513.1@GCA_017399005.1_355_451,#0173b2,Bacteria
MBR5318239.1@GCA_017547685.1_352_448,#0173b2,Bacteria
CAAEKP010000153.1_3@GCA_900756555.1_366_462,#0173b2,Bacteria
CALXUG010000040.1_9@GCA_944391625.1_365_461,#0173b2,Bacteria
MBR6756255.1@GCA_017532485.1_372_468,#0173b2,Bacteria
JAHDSB010000047.1_83@GCA_018433015.1_365_461,#0173b2,Bacteria
DIWW01000010.1_66@GCA_002435905.1_435_531,#0173b2,Bacteria
MCL1805675.1@GCA_009782505.1_327_423,#0173b2,Bacteria
JAHDPO010000008.1_50@GCA_018434325.1_487_583,#0173b2,Bacteria
JAHDMJ010000014.1_78@GCA_018436095.1_436_532,#0173b2,Bacteria
MCL2121879.1@GCA_009777025.1_334_430,#0173b2,Bacteria
DGDN01000097.1_20@GCA_002385465.1_256_352,#0173b2,Bacteria
HHY44600.1@GCA_012842425.1_238_334,#0173b2,Bacteria
HHW27683.1@GCA_012840345.1_234_330,#0173b2,Bacteria
HHX28770.1@GCA_012841375.1_248_344,#0173b2,Bacteria
MBI4617016.1@GCA_016209595.1_48_144,#0173b2,Bacteria
NLC53640.1@GCA_012512605.1_277_373,#0173b2,Bacteria
HHT05654.1@GCA_012837705.1_277_373,#0173b2,Bacteria
WP_181339914.1@GCF_013664685.1_277_373,#0173b2,Bacteria
NLW59914.1@GCA_012727425.1_277_373,#0173b2,Bacteria
NLY90113.1@GCA_012735135.1_270_366,#0173b2,Bacteria
HHU51212.1@GCA_012838955.1_280_376,#0173b2,Bacteria
JAEZJK010000110.1_1@GCA_023415835.1_278_374,#0173b2,Bacteria
JAEYRN010000063.1_51@GCA_023435565.1_279_375,#0173b2,Bacteria
JAEVYU010000061.1_72@GCA_023392595.1_278_376,#0173b2,Bacteria
JAEZCE010000047.1_49@GCA_023429995.1_278_376,#0173b2,Bacteria
JAEXDA010000037.1_32@GCA_023401925.1_278_376,#0173b2,Bacteria
JAFABB010000051.1_36@GCA_023426245.1_278_376,#0173b2,Bacteria
NLW46892.1@GCA_012728785.1_279_376,#0173b2,Bacteria
JAEZKW010000051.1_46@GCA_023415375.1_278_374,#0173b2,Bacteria
JAENZJ010000011.1_88@GCA_016841325.1_349_445,#0173b2,Bacteria
JAENYP010000010.1_67@GCA_016841725.1_349_445,#0173b2,Bacteria
WP_269438195.1@GCF_019008365.1_225_321,#0173b2,Bacteria
JADQBR010000060.1_65@GCA_016278515.1_350_446,#0173b2,Bacteria
MBO8169850.1@GCA_017656305.1_350_446,#0173b2,Bacteria
DDYT01000029.1_21@GCA_002348095.1_281_377,#0173b2,Bacteria
MCD8574287.1@GCA_021209625.1_290_386,#0173b2,Bacteria
NLW43873.1@GCA_012728655.1_281_377,#0173b2,Bacteria
DFNM01000099.1_5@GCA_002376045.1_355_451,#0173b2,Bacteria
WP_206708899.1@GCF_017301615.1_354_450,#0173b2,Bacteria
MBS3939031.1@GCA_018334055.1_350_446,#0173b2,Bacteria
MBT9156589.1@GCA_018725205.1_340_436,#0173b2,Bacteria
MCL5677078.1@GCA_023484675.1_234_330,#0173b2,Bacteria
WP_221039775.1@GCF_019668485.1_366_462,#0173b2,Bacteria
MCL5040228.1@GCA_023475165.1_348_445,#0173b2,Bacteria
PWSR01000144.1_15@GCA_003563985.1_377_473,#0173b2,Bacteria
HHT02448.1@GCA_012837735.1_199_296,#0173b2,Bacteria
SLMV01000012.1_2@GCA_007133365.1_369_465,#0173b2,Bacteria
JAJYMS010000134.1_61@GCA_021786825.1_294_391,#0173b2,Bacteria
NLC15075.1@GCA_012512325.1_384_480,#0173b2,Bacteria
HHW27686.1@GCA_012840345.1_382_478,#0173b2,Bacteria
HHX28773.1@GCA_012841375.1_382_478,#0173b2,Bacteria
HHY76633.1@GCA_012842685.1_381_477,#0173b2,Bacteria
WP_011197423.1@GCF_000009905.1_333_430,#0173b2,Bacteria
MBF6620030.1@GCA_015478825.1_295_391,#0173b2,Bacteria
WP_170320730.1@GCF_000240225.1_397_493,#0173b2,Bacteria
WP_051323807.1@GCF_000425945.1_258_354,#0173b2,Bacteria
DHWI01000195.1_2@GCA_002413095.1_184_281,#0173b2,Bacteria
JADDQZ010000035.1_38@GCA_016781085.1_200_297,#0173b2,Bacteria
TML78771.1@GCA_005883295.1_197_294,#0173b2,Bacteria
MBA3264190.1@GCA_013813135.1_194_291,#0173b2,Bacteria
MBN1528753.1@GCA_016929195.1_182_279,#0173b2,Bacteria
CAA9472578.1@GCA_902806205.1_190_287,#0173b2,Bacteria
SLSY01000175.1_2@GCA_007130145.1_91_187,#0173b2,Bacteria
MBL6634092.1@GCA_016780995.1_178_274,#0173b2,Bacteria
CAMCDF010000055.1_16@GCA_945873475.1_213_309,#0173b2,Bacteria
HCW51250.1@GCA_003541445.1_355_451,#0173b2,Bacteria
CAJXZV010000001.1_64@GCA_913063835.1_355_451,#0173b2,Bacteria
RJQ09213.1@GCA_003599345.1_355_451,#0173b2,Bacteria
DYFB01000003.1_15@GCA_020725405.1_358_454,#0173b2,Bacteria
PUMD01000101.1_26@GCA_003551215.1_217_313,#0173b2,Bacteria
WP_245575222.1@GCF_000423425.1_277_374,#0173b2,Bacteria
WP_233498323.1@GCF_003351145.1_274_371,#0173b2,Bacteria
PWSR01000144.1_14@GCA_003563985.1_231_327,#0173b2,Bacteria
TMJ11981.1@GCA_005882295.1_190_286,#0173b2,Bacteria
LEKQ01000015.1_117@GCA_001443005.1_296_392,#0173b2,Bacteria
MCS7233162.1@GCA_025060595.1_296_392,#0173b2,Bacteria
MCD6363269.1@GCA_021159885.1_297_393,#0173b2,Bacteria
MBD3367010.1@GCA_014728125.1_317_413,#0173b2,Bacteria
MBD3347758.1@GCA_014728245.1_317_413,#0173b2,Bacteria
MBM3308603.1@GCA_016867725.1_309_405,#0173b2,Bacteria
DDBL01000082.1_32@GCA_002333425.1_194_290,#0173b2,Bacteria
MBK8397360.1@GCA_016711485.1_194_290,#0173b2,Bacteria
MBP7281494.1@GCA_017996175.1_194_290,#0173b2,Bacteria
MBK7057334.1@GCA_016708435.1_194_290,#0173b2,Bacteria
MCP5497815.1@GCA_024233865.1_197_293,#0173b2,Bacteria
MBE7411328.1@GCA_015075105.1_185_281,#0173b2,Bacteria
WP_226992917.1@GCF_000017685.1_193_289,#0173b2,Bacteria
WP_238761047.1@GCF_002812085.1_188_284,#0173b2,Bacteria
WP_015675887.1@GCF_000332475.2_188_284,#0173b2,Bacteria
WP_231292588.1@GCF_004368965.1_183_279,#0173b2,Bacteria
WP_135744247.1@GCF_004770905.1_214_310,#0173b2,Bacteria
WP_244290297.1@GCF_004770145.1_188_284,#0173b2,Bacteria
WP_244288204.1@GCF_004770265.1_183_279,#0173b2,Bacteria
WP_139356856.1@GCF_000243815.2_217_313,#0173b2,Bacteria
WP_002759845.1@GCF_003046425.1_216_312,#0173b2,Bacteria
WP_086005248.1@GCF_000306675.2_216_312,#0173b2,Bacteria
WP_004496099.1@GCF_006874765.1_217_313,#0173b2,Bacteria
MBI4976261.1@GCA_016214035.1_255_351,#0173b2,Bacteria
MCK9474889.1@GCA_023228995.1_267_363,#0173b2,Bacteria
MBI4859301.1@GCA_016213885.1_264_360,#0173b2,Bacteria
DHPI01000060.1_59@GCA_002407865.1_222_318,#0173b2,Bacteria
MBN2038557.1@GCA_016932015.1_221_317,#0173b2,Bacteria
JAGYNX010000089.1_5@GCA_018399855.1_222_318,#0173b2,Bacteria
DYLU01000028.1_34@GCA_020721905.1_217_313,#0173b2,Bacteria
JAKLIV010000058.1_19@GCA_022709405.1_222_318,#0173b2,Bacteria
DIEX01000019.1_233@GCA_002418835.1_221_317,#0173b2,Bacteria
PKL18640.1@GCA_002839285.1_221_317,#0173b2,Bacteria
MCL1864694.1@GCA_009787025.1_222_318,#0173b2,Bacteria
QKCL01000087.1_10@GCA_003246895.1_222_318,#0173b2,Bacteria
MBX3175926.1@GCA_019637335.1_259_355,#0173b2,Bacteria
CAIWKE010000011.1_126@GCA_903913215.1_155_251,#0173b2,Bacteria
OHD53371.1@GCA_001829415.1_310_406,#0173b2,Bacteria
NPV00583.1@GCA_013177895.1_308_404,#0173b2,Bacteria
JAGVBZ010000017.1_12@GCA_020059465.1_308_404,#0173b2,Bacteria
JAGVOW010000064.1_39@GCA_020052515.1_250_346,#0173b2,Bacteria
URA09464.1@GCA_023525255.1_246_342,#0173b2,Bacteria
LVBN01000035.1_2@GCA_001603165.1_208_304,#0173b2,Bacteria
JAEZSM010000129.1_6@GCA_023421875.1_209_305,#0173b2,Bacteria
JAKLFE010000046.1_6@GCA_022711355.1_211_307,#0173b2,Bacteria
JAFIHQ010000050.1_5@GCA_017849315.1_215_311,#0173b2,Bacteria
MCE5256471.1@GCA_021372425.1_213_309,#0173b2,Bacteria
DIMW01000012.1_63@GCA_002425765.1_209_305,#0173b2,Bacteria
JADLKI010000012.1_29@GCA_015657395.1_209_305,#0173b2,Bacteria
DYLX01000003.1_55@GCA_020721875.1_209_305,#0173b2,Bacteria
DIMW01000001.1_66@GCA_002425765.1_323_419,#0173b2,Bacteria
JADLKI010000009.1_118@GCA_015657395.1_326_422,#0173b2,Bacteria
DIXD01000093.1_8@GCA_002435985.1_323_419,#0173b2,Bacteria
DIXQ01000021.1_211@GCA_002428725.1_382_478,#0173b2,Bacteria
JAEZSM010000116.1_1@GCA_023421875.1_378_474,#0173b2,Bacteria
WP_230752456.1@GCF_021021555.1_257_353,#0173b2,Bacteria
PIE97997.1@GCA_002749205.1_268_364,#0173b2,Bacteria
MBQ7612539.1@GCA_017453745.1_280_376,#0173b2,Bacteria
CAJPTT010000015.1_7@GCA_905373565.1_286_382,#0173b2,Bacteria
WP_016518804.1@GCF_000412995.1_284_380,#0173b2,Bacteria
WP_212565706.1@GCF_018336815.1_284_380,#0173b2,Bacteria
WP_016522851.1@GCF_017161265.1_286_382,#0173b2,Bacteria
WP_044014611.1@GCF_000775995.1_286_382,#0173b2,Bacteria
JAEZST010000006.1_148@GCA_023443865.1_259_355,#0173b2,Bacteria
DYPP01000008.1_34@GCA_020719845.1_260_356,#0173b2,Bacteria
MBR5581647.1@GCA_017549025.1_309_406,#0173b2,Bacteria
