target_name,accession,query_name,accession_query,full_evalue,full_score,full_bias,dom_evalue,dom_score,dom_bias,exp,reg,clu,ov,env,dom,rep,inc
JAGXOR010000098.1_2@GCA_023659785.1,GCA_023659785.1,newDdlB,-,0.0028,29.5,0.0,0.011,27.6,0.0,1.8,1,1,0,1,1,1,1
WP_256201782.1@GCF_001316045.1,GCF_001316045.1,newDdlB,-,0.0028,29.4,0.0,0.0068,28.2,0.0,1.5,1,1,0,1,1,1,1
KYH42622.1@GCA_001593925.1,GCA_001593925.1,newDdlB,-,0.0028,29.4,0.0,0.0062,28.3,0.0,1.5,1,1,0,1,1,1,1
MCL7394138.1@GCA_023539495.1,GCA_023539495.1,newDdlB,-,0.0029,29.4,0.0,0.02,26.7,0.0,2.0,1,1,0,1,1,1,1
VVB75672.1@GCA_902385225.1,GCA_902385225.1,newDdlB,-,0.0029,29.4,0.0,0.0044,28.8,0.0,1.2,1,0,0,1,1,1,1
PUA34039.1@GCA_003056265.1,GCA_003056265.1,newDdlB,-,0.0029,29.4,0.3,0.061,25.1,0.3,2.1,1,1,0,1,1,1,1
WP_162224389.1@GCF_004143485.2,GCF_004143485.2,newDdlB,-,0.0029,29.4,0.0,0.0062,28.3,0.0,1.5,1,0,0,1,1,1,1
MCK4367414.1@GCA_023129265.1,GCA_023129265.1,newDdlB,-,0.0029,29.4,0.0,0.0029,29.4,0.0,1.1,1,0,0,1,1,1,1
MBI2542479.1@GCA_016188245.1,GCA_016188245.1,newDdlB,-,0.0029,29.4,0.0,0.012,27.4,0.0,1.9,2,1,0,2,2,1,1
WP_074880256.1@GCF_900115675.1,GCF_900115675.1,newDdlB,-,0.0029,29.4,0.0,0.0055,28.5,0.0,1.5,1,1,0,1,1,1,1
WP_188980217.1@GCF_014647475.1,GCF_014647475.1,newDdlB,-,0.0029,29.4,0.0,1.7,20.3,0.0,2.2,2,0,0,2,2,1,1
WP_197073984.1@GCF_000969965.1,GCF_000969965.1,newDdlB,-,0.0029,29.4,0.0,0.0055,28.5,0.0,1.4,1,0,0,1,1,1,1
MAE13410.1@GCA_002685855.1,GCA_002685855.1,newDdlB,-,0.0029,29.4,0.0,0.0068,28.2,0.0,1.5,1,1,0,1,1,1,1
OFV68139.1@GCA_001766815.1,GCA_001766815.1,newDdlB,-,0.0029,29.4,0.0,0.085,24.6,0.0,2.1,1,1,0,1,1,1,1
KQC03164.1@GCA_001412355.1,GCA_001412355.1,newDdlB,-,0.0029,29.4,0.0,51.0,15.5,0.0,2.2,2,0,0,2,2,2,0
JALNKM010000009.1_12@GCA_023268155.1,GCA_023268155.1,newDdlB,-,0.0029,29.4,0.0,0.072,24.8,0.0,2.7,1,1,0,1,1,1,1
MBK5190815.1@GCA_016649585.1,GCA_016649585.1,newDdlB,-,0.0029,29.4,0.0,0.0037,29.1,0.0,1.1,1,0,0,1,1,1,1
MBW2978190.1@GCA_019322535.1,GCA_019322535.1,newDdlB,-,0.0029,29.4,0.1,0.0051,28.6,0.1,1.3,1,0,0,1,1,1,1
MTMF01000013.1_39@GCA_002011125.1,GCA_002011125.1,newDdlB,-,0.0029,29.4,0.0,0.0041,28.9,0.0,1.2,1,0,0,1,1,1,1
PWEA01000009.1_39@GCA_003553905.1,GCA_003553905.1,newDdlB,-,0.0029,29.4,0.0,0.0051,28.6,0.0,1.3,1,1,0,1,1,1,1
PSQ09068.1@GCA_003022005.1,GCA_003022005.1,newDdlB,-,0.0029,29.4,0.0,0.0081,28.0,0.0,1.7,2,0,0,2,2,1,1
WP_052353033.1@GCF_000711905.1,GCF_000711905.1,newDdlB,-,0.0029,29.4,0.0,0.0053,28.6,0.0,1.3,1,1,0,1,1,1,1
JAIBJG010000127.1_2@GCA_020029475.1,GCA_020029475.1,newDdlB,-,0.003,29.4,0.0,0.006,28.4,0.0,1.5,2,0,0,2,2,1,1
WP_253736788.1@GCF_024178165.1,GCF_024178165.1,newDdlB,-,0.003,29.4,0.0,0.004,29.0,0.0,1.1,1,0,0,1,1,1,1
WP_141462734.1@GCF_006543045.1,GCF_006543045.1,newDdlB,-,0.003,29.4,0.0,0.0065,28.3,0.0,1.4,1,1,0,1,1,1,1
JAHLWW010000005.1_4@GCA_019057715.1,GCA_019057715.1,newDdlB,-,0.003,29.4,0.1,0.095,24.4,0.1,2.2,1,1,0,1,1,1,1
EWG07864.1@GCA_000565255.1,GCA_000565255.1,newDdlB,-,0.003,29.4,0.0,0.0047,28.7,0.0,1.3,1,0,0,1,1,1,1
WP_049947713.1@GCF_000495475.1,GCF_000495475.1,newDdlB,-,0.003,29.4,0.0,0.0065,28.3,0.0,1.4,1,1,0,1,1,1,1
WP_217221088.1@GCF_001481685.1,GCF_001481685.1,newDdlB,-,0.003,29.4,0.0,0.0082,27.9,0.0,1.7,1,1,0,1,1,1,1
MBI5224886.1@GCA_016212475.1,GCA_016212475.1,newDdlB,-,0.003,29.4,0.3,0.005,28.6,0.3,1.3,1,0,0,1,1,1,1
WP_058983763.1@GCF_001485535.1,GCF_001485535.1,newDdlB,-,0.003,29.4,0.0,0.0058,28.4,0.0,1.4,1,0,0,1,1,1,1
MBT7392403.1@GCA_018671515.1,GCA_018671515.1,newDdlB,-,0.003,29.4,0.1,0.0042,28.9,0.1,1.2,1,0,0,1,1,1,1
JAJZKS010000005.1_16@GCA_021850835.1,GCA_021850835.1,newDdlB,-,0.003,29.4,0.0,0.0042,28.9,0.0,1.2,1,0,0,1,1,1,1
JAJZLU010000047.1_18@GCA_021850545.1,GCA_021850545.1,newDdlB,-,0.003,29.4,0.0,0.0042,28.9,0.0,1.2,1,0,0,1,1,1,1
MBS3143351.1@GCA_018302885.1,GCA_018302885.1,newDdlB,-,0.003,29.4,0.4,0.0078,28.0,0.4,1.6,1,1,0,1,1,1,1
WP_136687762.1@GCF_004944975.1,GCF_004944975.1,newDdlB,-,0.003,29.4,0.0,0.0044,28.8,0.0,1.2,1,0,0,1,1,1,1
MCK4808556.1@GCA_023134675.1,GCA_023134675.1,newDdlB,-,0.003,29.4,0.0,0.0043,28.9,0.0,1.2,1,0,0,1,1,1,1
JAATVK010000049.1_6@GCA_014523485.1,GCA_014523485.1,newDdlB,-,0.0031,29.3,0.1,0.0043,28.9,0.1,1.1,1,0,0,1,1,1,1
SFKZ01000004.1_21@GCA_004553595.1,GCA_004553595.1,newDdlB,-,0.0031,29.3,0.1,1.8,20.3,0.1,2.4,2,0,0,2,2,1,1
TFG31865.1@GCA_004524595.1,GCA_004524595.1,newDdlB,-,0.0031,29.3,0.0,0.0056,28.5,0.0,1.3,1,1,0,1,1,1,1
MRN40311.1@GCA_009665115.1,GCA_009665115.1,newDdlB,-,0.0031,29.3,0.0,0.0059,28.4,0.0,1.4,2,0,0,2,2,1,1
PXF50992.1@GCA_003194425.1,GCA_003194425.1,newDdlB,-,0.0031,29.3,0.0,0.013,27.3,0.0,1.8,1,1,0,1,1,1,1
JAHFDG010000050.1_15@GCA_023249105.1,GCA_023249105.1,newDdlB,-,0.0031,29.3,0.1,0.022,26.5,0.1,2.2,2,1,0,2,2,1,1
MBI4440533.1@GCA_016211195.1,GCA_016211195.1,newDdlB,-,0.0031,29.3,0.0,0.1,24.4,0.0,2.2,1,1,0,1,1,1,1
JAKAWU010000038.1_2@GCA_021816965.1,GCA_021816965.1,newDdlB,-,0.0031,29.3,0.1,0.0052,28.6,0.1,1.2,1,0,0,1,1,1,1
MYB46945.1@GCA_009840065.1,GCA_009840065.1,newDdlB,-,0.0031,29.3,0.0,0.005,28.6,0.0,1.3,1,1,0,1,1,1,1
MCL2862839.1@GCA_009784005.1,GCA_009784005.1,newDdlB,-,0.0031,29.3,0.0,0.0077,28.0,0.0,1.7,2,0,0,2,2,1,1
WP_254830039.1@GCF_024298825.1,GCF_024298825.1,newDdlB,-,0.0031,29.3,0.0,0.0057,28.5,0.0,1.3,1,1,0,1,1,1,1
MBO3841216.1@GCA_017601395.1,GCA_017601395.1,newDdlB,-,0.0031,29.3,0.0,0.0059,28.4,0.0,1.4,1,1,0,1,1,1,1
MCS7122063.1@GCA_025058735.1,GCA_025058735.1,newDdlB,-,0.0031,29.3,0.1,0.0061,28.4,0.1,1.5,1,0,0,1,1,1,1
WP_151099937.1@GCF_008729015.1,GCF_008729015.1,newDdlB,-,0.0031,29.3,0.0,0.0045,28.8,0.0,1.2,1,0,0,1,1,1,1
OLE41327.1@GCA_001920395.1,GCA_001920395.1,newDdlB,-,0.0032,29.3,0.0,0.0061,28.4,0.0,1.4,1,1,0,1,1,1,1
WP_159762269.1@GCF_009831575.1,GCF_009831575.1,newDdlB,-,0.0032,29.3,0.0,0.005,28.6,0.0,1.3,1,0,0,1,1,1,1
RLE59874.1@GCA_003649225.1,GCA_003649225.1,newDdlB,-,0.0032,29.3,0.0,0.01,27.6,0.0,1.7,1,1,0,1,1,1,1
RLI93587.1@GCA_003663175.1,GCA_003663175.1,newDdlB,-,0.0032,29.3,0.0,0.006,28.4,0.0,1.4,1,0,0,1,1,1,1
RLI87703.1@GCA_003663055.1,GCA_003663055.1,newDdlB,-,0.0032,29.3,0.0,0.0055,28.5,0.0,1.3,1,0,0,1,1,1,1
JAHFJF010000018.1_8@GCA_023245975.1,GCA_023245975.1,newDdlB,-,0.0032,29.3,0.8,0.07,24.9,0.8,2.2,1,1,0,1,1,1,1
WP_151099134.1@GCF_008729015.1,GCF_008729015.1,newDdlB,-,0.0032,29.3,0.1,0.0064,28.3,0.1,1.4,1,0,0,1,1,1,1
MBN2042561.1@GCA_016932215.1,GCA_016932215.1,newDdlB,-,0.0032,29.3,0.0,0.0054,28.5,0.0,1.3,1,0,0,1,1,1,1
WP_004515696.1@GCF_000337775.1,GCF_000337775.1,newDdlB,-,0.0032,29.3,0.1,0.0064,28.3,0.1,1.4,1,0,0,1,1,1,1
WP_227231350.1@GCF_020567425.1,GCF_020567425.1,newDdlB,-,0.0032,29.3,0.0,0.0048,28.7,0.0,1.4,1,1,0,1,1,1,1
WP_007257506.1@GCF_000337215.1,GCF_000337215.1,newDdlB,-,0.0032,29.3,0.0,0.0045,28.8,0.0,1.2,1,0,0,1,1,1,1
JAJZJR010000001.1_49@GCA_021810045.1,GCA_021810045.1,newDdlB,-,0.0032,29.3,0.0,0.0046,28.8,0.0,1.2,1,0,0,1,1,1,1
WP_050047681.1@GCF_001011115.1,GCF_001011115.1,newDdlB,-,0.0032,29.3,0.0,0.0049,28.7,0.0,1.3,1,0,0,1,1,1,1
WP_048121296.1@GCF_000969905.1,GCF_000969905.1,newDdlB,-,0.0032,29.3,0.1,0.0073,28.1,0.0,1.8,2,0,0,2,2,1,1
WP_049979912.1@GCF_000739555.1,GCF_000739555.1,newDdlB,-,0.0032,29.3,0.0,15.0,17.2,0.0,2.3,3,0,0,3,3,2,0
WP_133517593.1@GCF_004363215.1,GCF_004363215.1,newDdlB,-,0.0032,29.3,0.0,0.0056,28.5,0.0,1.3,1,0,0,1,1,1,1
MCD6209661.1@GCA_021159465.1,GCA_021159465.1,newDdlB,-,0.0032,29.3,0.0,0.0052,28.6,0.0,1.2,1,0,0,1,1,1,1
WP_254273232.1@GCF_024218775.1,GCF_024218775.1,newDdlB,-,0.0033,29.3,0.0,0.0092,27.8,0.0,1.7,1,1,0,1,1,1,1
WP_243687732.1@GCF_001316325.1,GCF_001316325.1,newDdlB,-,0.0033,29.3,0.0,61.0,15.2,0.0,2.1,2,0,0,2,2,2,0
JAEOSI010000018.1_9@GCA_016840425.1,GCA_016840425.1,newDdlB,-,0.0033,29.3,0.0,0.0093,27.8,0.0,1.7,1,1,0,1,1,1,1
JAGDXR010000035.1_22@GCA_023261745.1,GCA_023261745.1,newDdlB,-,0.0033,29.3,0.0,0.009,27.8,0.0,1.7,1,1,0,1,1,1,1
WP_227260978.1@GCF_020614395.1,GCF_020614395.1,newDdlB,-,0.0033,29.3,0.0,0.011,27.5,0.0,1.8,1,1,0,1,1,1,1
WP_048178100.1@GCF_000970045.1,GCF_000970045.1,newDdlB,-,0.0033,29.2,0.0,0.4,22.4,0.0,2.9,1,1,0,1,1,1,1
MBU0756787.1@GCA_018815145.1,GCA_018815145.1,newDdlB,-,0.0033,29.2,0.0,0.0075,28.1,0.0,1.6,1,1,0,1,1,1,1
WP_254268964.1@GCF_024218795.1,GCF_024218795.1,newDdlB,-,0.0033,29.2,0.5,0.0066,28.2,0.0,1.7,2,0,0,2,2,1,1
MCK4367851.1@GCA_023129265.1,GCA_023129265.1,newDdlB,-,0.0033,29.2,0.1,0.0058,28.4,0.1,1.3,1,0,0,1,1,1,1
DANS01000011.1_20@GCA_002497345.1,GCA_002497345.1,newDdlB,-,0.0033,29.2,0.0,0.0077,28.0,0.0,1.5,1,1,0,1,1,1,1
MBW2996210.1@GCA_019322435.1,GCA_019322435.1,newDdlB,-,0.0033,29.2,0.1,0.0052,28.6,0.1,1.3,1,0,0,1,1,1,1
WP_148857024.1@GCF_008122205.1,GCF_008122205.1,newDdlB,-,0.0033,29.2,0.0,0.005,28.6,0.0,1.3,1,0,0,1,1,1,1
MBI2146054.1@GCA_016179955.1,GCA_016179955.1,newDdlB,-,0.0033,29.2,0.0,0.0089,27.8,0.0,1.7,1,1,0,1,1,1,1
WP_255195733.1@GCF_024362405.1,GCF_024362405.1,newDdlB,-,0.0033,29.2,0.0,0.0062,28.3,0.0,1.4,1,1,0,1,1,1,1
WP_177187913.1@GCF_900114835.1,GCF_900114835.1,newDdlB,-,0.0033,29.2,0.0,0.0078,28.0,0.0,1.5,1,1,0,1,1,1,1
JAKBKR010000086.1_1@GCA_021832495.1,GCA_021832495.1,newDdlB,-,0.0033,29.2,0.0,0.0048,28.7,0.0,1.2,1,0,0,1,1,1,1
WP_114584335.1@GCF_003342675.1,GCF_003342675.1,newDdlB,-,0.0034,29.2,0.0,0.012,27.4,0.0,1.7,1,1,0,1,1,1,1
JADGNG010000057.1_9@GCA_017883585.1,GCA_017883585.1,newDdlB,-,0.0034,29.2,0.0,0.004,29.0,0.0,1.2,1,0,0,1,1,1,1
JAEELZ010000103.1_5@GCA_016282985.1,GCA_016282985.1,newDdlB,-,0.0034,29.2,0.1,0.0064,28.3,0.1,1.4,1,0,0,1,1,1,1
WP_086887643.1@GCF_002156705.1,GCF_002156705.1,newDdlB,-,0.0034,29.2,0.0,0.005,28.7,0.0,1.1,1,0,0,1,1,1,1
WP_069282115.1@GCF_001719125.1,GCF_001719125.1,newDdlB,-,0.0034,29.2,0.0,0.0083,27.9,0.0,1.5,1,1,0,1,1,1,1
WP_222922721.1@GCF_019880245.1,GCF_019880245.1,newDdlB,-,0.0034,29.2,0.0,0.0048,28.7,0.0,1.2,1,0,0,1,1,1,1
WP_092634326.1@GCF_900107665.1,GCF_900107665.1,newDdlB,-,0.0034,29.2,0.0,0.0046,28.8,0.0,1.2,1,0,0,1,1,1,1
MCI4345609.1@GCA_022750125.1,GCA_022750125.1,newDdlB,-,0.0034,29.2,0.0,0.0068,28.2,0.0,1.4,1,0,0,1,1,1,1
WAQC01000142.1_31@GCA_015520425.1,GCA_015520425.1,newDdlB,-,0.0034,29.2,0.0,0.0068,28.2,0.0,1.4,1,1,0,1,1,1,1
WP_227229794.1@GCF_020567425.1,GCF_020567425.1,newDdlB,-,0.0034,29.2,0.0,0.0053,28.6,0.0,1.3,1,0,0,1,1,1,1
WP_226012703.1@GCF_020405185.1,GCF_020405185.1,newDdlB,-,0.0034,29.2,0.0,0.0066,28.2,0.0,1.5,1,0,0,1,1,1,1
JABXGS010000008.1_11@GCA_016550425.1,GCA_016550425.1,newDdlB,-,0.0034,29.2,0.0,0.006,28.4,0.0,1.4,1,1,0,1,1,1,1
OAQ53335.1@GCA_000690595.2,GCA_000690595.2,newDdlB,-,0.0034,29.2,0.0,0.0047,28.7,0.0,1.2,1,0,0,1,1,1,1
NQE45074.1@GCA_013180585.1,GCA_013180585.1,newDdlB,-,0.0034,29.2,0.0,0.0063,28.3,0.0,1.3,1,0,0,1,1,1,1
JAEOUM010000092.1_1@GCA_016839275.1,GCA_016839275.1,newDdlB,-,0.0034,29.2,0.0,0.051,25.3,0.0,2.0,1,1,0,1,1,1,1
WP_227229576.1@GCF_020567425.1,GCF_020567425.1,newDdlB,-,0.0034,29.2,0.0,0.0053,28.6,0.0,1.2,1,0,0,1,1,1,1
WP_089698201.1@GCF_900103715.1,GCF_900103715.1,newDdlB,-,0.0034,29.2,0.0,0.004,29.0,0.0,1.2,1,0,0,1,1,1,1
WP_256685529.1@GCF_024508235.1,GCF_024508235.1,newDdlB,-,0.0034,29.2,0.0,0.0049,28.7,0.0,1.3,1,0,0,1,1,1,1
VUT24231.1@GCA_902158745.1,GCA_902158745.1,newDdlB,-,0.0034,29.2,0.0,0.007,28.2,0.0,1.4,1,0,0,1,1,1,1
MBS3133099.1@GCA_018303115.1,GCA_018303115.1,newDdlB,-,0.0034,29.2,0.0,0.0062,28.3,0.0,1.3,1,0,0,1,1,1,1
WP_048148888.1@GCF_000784355.1,GCF_000784355.1,newDdlB,-,0.0035,29.2,0.0,0.0059,28.4,0.0,1.5,1,1,0,1,1,1,1
OGD53657.1@GCA_001775955.1,GCA_001775955.1,newDdlB,-,0.0035,29.2,0.0,0.0055,28.5,0.0,1.4,1,1,0,1,1,1,1
WP_011321734.1@GCF_000026045.1,GCF_000026045.1,newDdlB,-,0.0035,29.2,0.0,0.0069,28.2,0.0,1.4,1,1,0,1,1,1,1
WP_227773864.1@GCF_020700235.1,GCF_020700235.1,newDdlB,-,0.0035,29.2,0.0,0.0051,28.6,0.0,1.2,1,0,0,1,1,1,1
MBC2698325.1@GCA_014237145.1,GCA_014237145.1,newDdlB,-,0.0035,29.2,0.0,0.035,25.9,0.0,2.0,1,1,0,1,1,1,1
WP_245597752.1@GCF_000711215.1,GCF_000711215.1,newDdlB,-,0.0035,29.2,0.0,0.0064,28.3,0.0,1.3,1,0,0,1,1,1,1
WP_135363229.1@GCF_004698125.1,GCF_004698125.1,newDdlB,-,0.0035,29.2,0.0,0.0052,28.6,0.0,1.2,1,0,0,1,1,1,1
WP_007740216.1@GCF_000336715.1,GCF_000336715.1,newDdlB,-,0.0035,29.2,0.0,0.0049,28.7,0.0,1.3,1,0,0,1,1,1,1
WP_227229195.1@GCF_020567425.1,GCF_020567425.1,newDdlB,-,0.0035,29.2,0.0,0.0048,28.7,0.0,1.3,1,0,0,1,1,1,1
WP_135852791.1@GCF_004765815.2,GCF_004765815.2,newDdlB,-,0.0035,29.2,0.1,0.0069,28.2,0.1,1.4,1,0,0,1,1,1,1
WP_254542791.1@GCF_024228315.1,GCF_024228315.1,newDdlB,-,0.0035,29.2,0.0,0.0055,28.5,0.0,1.2,1,0,0,1,1,1,1
MCD6447629.1@GCA_021161135.1,GCA_021161135.1,newDdlB,-,0.0035,29.1,0.1,0.02,26.7,0.1,2.0,1,1,0,1,1,1,1
WP_048138551.1@GCF_000970285.1,GCF_000970285.1,newDdlB,-,0.0036,29.1,0.0,0.0059,28.4,0.0,1.5,1,0,0,1,1,1,1
SKQO01000003.1_59@GCA_007118975.1,GCA_007118975.1,newDdlB,-,0.0036,29.1,0.0,0.0052,28.6,0.0,1.2,1,0,0,1,1,1,1
MBW9222632.1@GCA_019561555.1,GCA_019561555.1,newDdlB,-,0.0036,29.1,0.0,0.021,26.6,0.0,1.9,2,0,0,2,2,1,1
JAKEIF010000224.1_3@GCA_022545875.1,GCA_022545875.1,newDdlB,-,0.0036,29.1,0.0,0.0042,28.9,0.0,1.1,1,0,0,1,1,1,1
WP_247414118.1@GCF_023074835.1,GCF_023074835.1,newDdlB,-,0.0036,29.1,0.0,0.011,27.5,0.0,1.7,1,1,0,1,1,1,1
MBW2988781.1@GCA_019322475.1,GCA_019322475.1,newDdlB,-,0.0036,29.1,0.0,0.0068,28.2,0.0,1.3,1,1,0,1,1,1,1
WP_089667225.1@GCF_900110535.1,GCF_900110535.1,newDdlB,-,0.0036,29.1,0.0,0.0053,28.6,0.0,1.2,1,0,0,1,1,1,1
PMNG01000129.1_27@GCA_003162615.1,GCA_003162615.1,newDdlB,-,0.0036,29.1,0.0,0.034,25.9,0.0,1.9,1,1,0,1,1,1,1
PXF50784.1@GCA_003194435.1,GCA_003194435.1,newDdlB,-,0.0036,29.1,0.0,0.0058,28.4,0.0,1.2,1,0,0,1,1,1,1
TLZ91036.1@GCA_005878515.1,GCA_005878515.1,newDdlB,-,0.0036,29.1,0.0,0.005,28.6,0.0,1.4,1,0,0,1,1,1,1
PSQ11610.1@GCA_003022005.1,GCA_003022005.1,newDdlB,-,0.0036,29.1,0.0,0.0065,28.3,0.0,1.5,1,1,0,1,1,1,1
WP_092698932.1@GCF_900100385.1,GCF_900100385.1,newDdlB,-,0.0036,29.1,0.0,0.0057,28.5,0.0,1.2,1,0,0,1,1,1,1
TLZ77464.1@GCA_005878485.1,GCA_005878485.1,newDdlB,-,0.0037,29.1,0.0,0.0056,28.5,0.0,1.3,1,0,0,1,1,1,1
CAIWSB010000093.1_10@GCA_903915225.1,GCA_903915225.1,newDdlB,-,0.0037,29.1,0.0,4.3,19.0,0.0,2.1,2,0,0,2,2,1,1
WP_049924259.1@GCF_000455365.1,GCF_000455365.1,newDdlB,-,0.0037,29.1,0.0,0.0061,28.4,0.0,1.4,1,1,0,1,1,1,1
DAHO01000052.1_1@GCA_002498455.1,GCA_002498455.1,newDdlB,-,0.0037,29.1,0.0,0.0057,28.5,0.0,1.2,1,0,0,1,1,1,1
WP_250875282.1@GCF_023699475.1,GCF_023699475.1,newDdlB,-,0.0037,29.1,0.0,0.0096,27.7,0.0,1.5,2,0,0,2,2,1,1
WP_048089491.1@GCF_000685155.1,GCF_000685155.1,newDdlB,-,0.0037,29.1,0.0,0.0072,28.1,0.0,1.5,1,0,0,1,1,1,1
MCH7568917.1@GCA_022561055.1,GCA_022561055.1,newDdlB,-,0.0037,29.1,0.0,0.0053,28.6,0.0,1.4,1,1,0,1,1,1,1
WP_247420290.1@GCF_023074835.1,GCF_023074835.1,newDdlB,-,0.0037,29.1,0.0,0.012,27.4,0.0,1.8,1,1,0,1,1,1,1
HIQ24259.1@GCA_015661645.1,GCA_015661645.1,newDdlB,-,0.0037,29.1,0.0,0.006,28.4,0.0,1.2,1,0,0,1,1,1,1
WP_179911787.1@GCF_013415885.1,GCF_013415885.1,newDdlB,-,0.0037,29.1,0.0,0.0069,28.2,0.0,1.5,1,1,0,1,1,1,1
MBD3202981.1@GCA_014729915.1,GCA_014729915.1,newDdlB,-,0.0037,29.1,0.0,0.0068,28.2,0.0,1.4,1,0,0,1,1,1,1
PWVY01000100.1_4@GCA_003561665.1,GCA_003561665.1,newDdlB,-,0.0037,29.1,0.0,0.0075,28.1,0.0,1.4,1,1,0,1,1,1,1
WP_048166132.1@GCF_000969885.1,GCF_000969885.1,newDdlB,-,0.0038,29.0,0.1,0.014,27.2,0.0,1.9,2,0,0,2,2,1,1
WP_059057288.1@GCF_001488575.1,GCF_001488575.1,newDdlB,-,0.0038,29.0,0.0,0.0073,28.1,0.0,1.4,1,0,0,1,1,1,1
DXJV01000068.1_66@GCA_019056785.1,GCA_019056785.1,newDdlB,-,0.0038,29.0,0.2,0.0059,28.4,0.2,1.4,1,0,0,1,1,1,1
RLF07908.1@GCA_003649565.1,GCA_003649565.1,newDdlB,-,0.0038,29.0,0.0,0.0095,27.7,0.0,1.5,1,1,0,1,1,1,1
WP_009486672.1@GCF_000230955.2,GCF_000230955.2,newDdlB,-,0.0039,29.0,0.0,8.7,18.0,0.0,2.2,2,0,0,2,2,1,0
WP_015319522.1@GCF_000328685.1,GCF_000328685.1,newDdlB,-,0.0039,29.0,0.0,0.0089,27.8,0.0,1.6,2,0,0,2,2,1,1
WP_097008362.1@GCF_900215575.1,GCF_900215575.1,newDdlB,-,0.0039,29.0,0.0,0.0054,28.5,0.0,1.2,1,0,0,1,1,1,1
WP_227262024.1@GCF_020614395.1,GCF_020614395.1,newDdlB,-,0.0039,29.0,0.0,0.0071,28.1,0.0,1.3,1,0,0,1,1,1,1
RLI14497.1@GCA_003662305.1,GCA_003662305.1,newDdlB,-,0.0039,29.0,0.0,0.0065,28.3,0.0,1.2,1,0,0,1,1,1,1
WP_159664507.1@GCF_009831625.1,GCF_009831625.1,newDdlB,-,0.0039,29.0,0.0,0.0056,28.5,0.0,1.3,1,0,0,1,1,1,1
JAJYOM010000182.1_2@GCA_021796175.1,GCA_021796175.1,newDdlB,-,0.0039,29.0,0.0,0.0049,28.7,0.0,1.2,1,0,0,1,1,1,1
JAJYEP010000025.1_6@GCA_021785735.1,GCA_021785735.1,newDdlB,-,0.0039,29.0,0.0,0.0057,28.5,0.0,1.3,1,0,0,1,1,1,1
MTNC01000026.1_7@GCA_002010285.1,GCA_002010285.1,newDdlB,-,0.0039,29.0,0.0,0.0066,28.3,0.0,1.3,1,0,0,1,1,1,1
JAEOUJ010000251.1_1@GCA_016839405.1,GCA_016839405.1,newDdlB,-,0.0039,29.0,0.1,0.013,27.3,0.1,1.8,2,1,0,2,2,1,1
MBW2980920.1@GCA_019322485.1,GCA_019322485.1,newDdlB,-,0.0039,29.0,0.0,44.0,15.7,0.0,2.2,2,0,0,2,2,2,0
WP_209683453.1@GCF_017874375.1,GCF_017874375.1,newDdlB,-,0.0039,29.0,0.0,0.02,26.6,0.0,2.2,1,1,0,1,1,1,1
WP_058984488.1@GCF_001485535.1,GCF_001485535.1,newDdlB,-,0.0039,29.0,0.0,0.0054,28.5,0.0,1.3,1,0,0,1,1,1,1
DAHC01000015.1_29@GCA_002498375.1,GCA_002498375.1,newDdlB,-,0.0039,29.0,0.0,0.0059,28.4,0.0,1.3,1,0,0,1,1,1,1
MCL2142190.1@GCA_009776675.1,GCA_009776675.1,newDdlB,-,0.004,29.0,0.0,0.0062,28.3,0.0,1.4,1,0,0,1,1,1,1
JAGXOR010000140.1_2@GCA_023659785.1,GCA_023659785.1,newDdlB,-,0.004,29.0,0.0,0.0089,27.8,0.0,1.5,1,1,0,1,1,1,1
WP_255195502.1@GCF_024362405.1,GCF_024362405.1,newDdlB,-,0.004,29.0,0.0,0.01,27.6,0.0,1.5,1,1,0,1,1,1,1
WP_097007645.1@GCF_900215575.1,GCF_900215575.1,newDdlB,-,0.004,29.0,0.1,0.0071,28.1,0.1,1.3,1,0,0,1,1,1,1
MBU0532939.1@GCA_018812715.1,GCA_018812715.1,newDdlB,-,0.004,29.0,0.0,0.0052,28.6,0.0,1.2,1,0,0,1,1,1,1
MBW6518296.1@GCA_019429385.1,GCA_019429385.1,newDdlB,-,0.004,29.0,0.0,0.012,27.4,0.0,1.7,1,1,0,1,1,1,1
DAOM01000171.1_8@GCA_002501855.1,GCA_002501855.1,newDdlB,-,0.004,29.0,0.0,0.0073,28.1,0.0,1.4,1,0,0,1,1,1,1
JAEOSY010000166.1_7@GCA_016840125.1,GCA_016840125.1,newDdlB,-,0.004,29.0,0.1,0.0057,28.5,0.1,1.1,1,0,0,1,1,1,1
WP_255332908.1@GCF_024372745.1,GCF_024372745.1,newDdlB,-,0.004,29.0,0.0,0.006,28.4,0.0,1.2,1,0,0,1,1,1,1
MCJ2564337.1@GCA_022848825.1,GCA_022848825.1,newDdlB,-,0.004,29.0,0.0,0.0056,28.5,0.0,1.2,1,0,0,1,1,1,1
DAGC01000005.1_6@GCA_002495625.1,GCA_002495625.1,newDdlB,-,0.004,28.9,0.3,0.0067,28.2,0.3,1.3,1,0,0,1,1,1,1
WP_149080141.1@GCF_008245225.1,GCF_008245225.1,newDdlB,-,0.0041,28.9,0.0,0.0054,28.5,0.0,1.2,1,0,0,1,1,1,1
WP_089734744.1@GCF_900103505.1,GCF_900103505.1,newDdlB,-,0.0041,28.9,0.0,0.0059,28.4,0.0,1.3,1,0,0,1,1,1,1
